gvkey,fyear,enp_share
007309,1997.0,1.0
007309,1998.0,1.0
007309,1999.0,1.0
007309,2000.0,1.0
007309,2001.0,1.0
007309,2002.0,1.0
007309,2003.0,1.0
007309,2004.0,1.0
007309,2005.0,1.0
007309,2006.0,1.0
007309,2007.0,1.0
007309,2008.0,1.0
007309,2009.0,1.0
007309,2010.0,1.0
007309,2011.0,1.0
007309,2012.0,1.0
007309,2013.0,1.0
007309,2014.0,1.0
007309,2015.0,1.0
007309,2016.0,1.0
007309,2017.0,1.0
007309,2018.0,1.0
007309,2019.0,1.0
007309,2020.0,1.0
007309,2021.0,1.0
007309,2022.0,1.0
007309,2023.0,1.0
007381,1981.0,1.0
007381,1982.0,1.0
007381,1983.0,1.0
007381,1984.0,1.0
007381,1985.0,1.0
007381,1986.0,1.0
007419,1983.0,1.0
007419,1984.0,1.0
007419,1985.0,1.0
007422,1983.0,1.0
007422,1984.0,1.0
007422,1985.0,1.0
007422,1986.0,1.0
007422,1987.0,1.0
007422,1988.0,1.0
007422,1989.0,1.0
007422,1990.0,1.0
007422,1991.0,1.0
007422,1992.0,1.0
007422,1993.0,1.0
007422,1994.0,1.0
007422,1995.0,1.0
007422,1996.0,1.0
007422,1997.0,1.0
007422,1998.0,1.0
007422,1999.0,1.0
007422,2000.0,1.0
007422,2001.0,1.0
007422,2002.0,1.0
007422,2003.0,1.0
007422,2004.0,1.0
007422,2005.0,1.0
007422,2006.0,0.9911707083176939
007422,2007.0,0.9893537149973041
007422,2008.0,0.94267301366609
007422,2009.0,0.9396929169476046
007422,2010.0,1.0
007422,2011.0,1.0
007422,2012.0,1.0
007422,2013.0,1.0
007422,2014.0,1.0
007422,2015.0,1.0
007422,2016.0,1.0
007422,2017.0,1.0
007422,2018.0,1.0
007472,1980.0,1.0
007472,1981.0,1.0
007472,1982.0,1.0
007472,1983.0,1.0
007528,1982.0,1.0
007528,1983.0,1.0
007528,1984.0,1.0
007528,1985.0,1.0
007528,1986.0,1.0
007528,1987.0,1.0
007528,1988.0,1.0
007528,1989.0,1.0
007539,1981.0,1.0
007539,1982.0,1.0
007560,1978.0,0.8616915422885573
007560,1979.0,1.0
007560,1980.0,1.0
007560,1981.0,1.0
007560,1982.0,0.863310809370537
007560,1983.0,0.9525030329388605
007594,1980.0,1.0
007594,1981.0,1.0
007594,1982.0,1.0
007594,1983.0,1.0
007594,1984.0,1.0
007620,1976.0,0.8200653013345679
007620,1977.0,0.8425976640176385
007620,1978.0,0.835310780987516
007620,1979.0,0.8627751693784809
007620,1980.0,0.8525229891805086
007620,1981.0,0.8312936817081814
007620,2013.0,0.9858411283250511
007620,2014.0,0.9902485345410055
007620,2015.0,0.9675579440176717
007620,2016.0,0.962915532789072
007620,2017.0,0.9979237192507335
007620,2018.0,1.0
007620,2019.0,0.9987628574458308
007620,2020.0,0.8943221674376048
007620,2021.0,1.0
007620,2022.0,1.0
007620,2023.0,0.9990173978382753
007620,2024.0,1.0
007628,1984.0,0.8446960374107801
007628,1985.0,0.8334782608695653
007631,1977.0,1.0
007631,1978.0,1.0
007631,1979.0,1.0
007631,1980.0,1.0
007631,1981.0,1.0
007631,1982.0,1.0
007631,1983.0,1.0
007663,1978.0,1.0
007663,1979.0,1.0
007663,1980.0,1.0
007663,1981.0,1.0
007663,1982.0,1.0
007663,1983.0,1.0
007663,1984.0,1.0
007663,1985.0,1.0
007663,1986.0,1.0
007663,1987.0,1.0
007663,1988.0,1.0
007663,1989.0,1.0
007663,1990.0,1.0
007678,1979.0,1.0
007678,1980.0,1.0
007678,1981.0,1.0
007678,1982.0,1.0
007678,1983.0,1.0
007678,1984.0,1.0
007678,1985.0,1.0
007678,1986.0,1.0
007678,1987.0,1.0
007678,1988.0,1.0
007678,1989.0,1.0
007678,1990.0,1.0
007678,1991.0,1.0
007678,1992.0,1.0
007678,1993.0,1.0
007794,1980.0,1.0
007794,1981.0,1.0
007794,1982.0,1.0
007794,1983.0,1.0
007794,1984.0,1.0
007879,1984.0,1.0
007879,1985.0,1.0
007879,1986.0,1.0
007879,1987.0,1.0
007879,1988.0,1.0
007887,1983.0,1.0
007887,1984.0,1.0
007890,1983.0,1.0
007890,1984.0,1.0
007910,1981.0,1.0
007910,1982.0,1.0
007910,1983.0,1.0
007910,1984.0,1.0
007912,1985.0,1.0
007912,1986.0,1.0
007912,1987.0,1.0
007912,1988.0,1.0
007912,1989.0,1.0
007912,1990.0,1.0
007912,1991.0,1.0
007912,1992.0,1.0
007912,1993.0,1.0
007912,1994.0,1.0
007912,1995.0,1.0
007912,1996.0,1.0
007912,1997.0,1.0
007912,1998.0,1.0
007912,1999.0,1.0
007912,2000.0,1.0
007912,2001.0,1.0
007912,2002.0,1.0
007912,2003.0,1.0
007912,2004.0,1.0
007912,2005.0,1.0
007912,2006.0,1.0
007912,2007.0,1.0
007912,2008.0,1.0
007912,2009.0,1.0
007912,2010.0,1.0
007912,2011.0,1.0
007912,2012.0,1.0
007912,2013.0,1.0
007912,2014.0,1.0
007912,2015.0,1.0
007912,2016.0,1.0
007912,2017.0,1.0
007912,2018.0,1.0
007912,2019.0,1.0
007927,1984.0,1.0
007927,1985.0,1.0
007927,1986.0,1.0
007927,1987.0,1.0
007927,1988.0,1.0
007930,1976.0,1.0
007930,1977.0,1.0
007930,1978.0,1.0
007930,1979.0,1.0
007930,1980.0,1.0
007930,1981.0,1.0
007930,1982.0,1.0
007930,1983.0,1.0
007930,1984.0,1.0
007930,1985.0,1.0
007930,1986.0,1.0
007934,1977.0,1.0
007934,1978.0,1.0
007934,1979.0,0.9267215418590644
007934,1983.0,1.0
007934,1984.0,1.0
007934,1985.0,1.0
007934,1986.0,1.0
007934,1987.0,1.0
007934,1988.0,0.9486442070665572
007934,1990.0,0.8852255825483392
007940,1981.0,1.0
007940,1982.0,1.0
007940,1983.0,1.0
007940,1984.0,1.0
007940,1985.0,1.0
007987,1984.0,1.0
007987,1985.0,1.0
008011,1980.0,1.0
008011,1981.0,1.0
008011,1982.0,1.0
008011,1983.0,1.0
008011,1984.0,1.0
008011,1985.0,1.0
008032,1978.0,1.0
008032,1979.0,1.0
008032,1980.0,1.0
008032,1983.0,1.0
008032,1984.0,1.0
008032,1985.0,1.0
008032,1986.0,1.0
008032,1987.0,1.0
008032,1988.0,1.0
008032,1989.0,1.0
008032,1990.0,1.0
008033,1981.0,0.8434861828120255
008033,1982.0,0.8724175771744835
008033,1983.0,0.8683958595105606
008033,1984.0,0.931524270105678
008033,1985.0,0.9167646947216636
008033,1986.0,0.9433713000321349
008033,1987.0,0.9607714633461287
008033,1988.0,0.9237559741355074
008033,1989.0,1.0
008033,1990.0,1.0
008033,1991.0,1.0
008033,1992.0,1.0
008033,1993.0,1.0
008033,1994.0,1.0
008033,1995.0,1.0
008033,1996.0,1.0
008033,1997.0,1.0
008033,1998.0,1.0
008033,1999.0,1.0
008049,1983.0,1.0
008049,1984.0,1.0
008049,1985.0,1.0
008049,1986.0,1.0
008049,1987.0,1.0
008049,1988.0,1.0
008049,1989.0,1.0
008049,1990.0,1.0
008049,1991.0,1.0
008049,1992.0,1.0
008049,1993.0,1.0
008049,1994.0,1.0
008049,1995.0,1.0
008049,1996.0,1.0
008049,1997.0,1.0
008049,1998.0,1.0
008049,1999.0,1.0
008049,2000.0,1.0
008049,2001.0,1.0
008049,2002.0,1.0
008049,2003.0,1.0
008049,2004.0,1.0
008049,2005.0,1.0
008065,1977.0,1.0
008065,1979.0,0.8742023701002735
008065,1980.0,1.0
008065,1981.0,1.0
008065,1982.0,0.9693718298868513
008065,1983.0,0.9360328638497653
008065,1984.0,0.9098196392785571
008065,1985.0,0.8628865979381444
008065,1986.0,1.0
008065,1987.0,1.0
008065,1988.0,1.0
008065,1989.0,1.0
008065,1990.0,1.0
008065,1991.0,1.0
008065,1992.0,1.0
008065,1993.0,1.0
008065,1994.0,1.0
008065,1995.0,1.0
008065,1996.0,1.0
008065,1997.0,1.0
008065,1998.0,0.9435933147632313
008065,1999.0,0.9525240384615384
008065,2000.0,0.9603753910323253
008065,2001.0,0.9295302013422818
008065,2003.0,0.8268907563025211
008065,2004.0,0.9608763693270735
008065,2005.0,0.9807815502882767
008065,2006.0,1.0
008065,2007.0,1.0
008065,2008.0,1.0
008065,2009.0,1.0
008068,2024.0,0.8121608980355473
008075,1990.0,1.0
008076,1977.0,1.0
008076,1978.0,1.0
008076,1979.0,1.0
008104,1979.0,1.0
008104,1980.0,1.0
008104,1982.0,1.0
008104,1983.0,1.0
008104,1984.0,1.0
008104,1985.0,1.0
008104,1986.0,1.0
008104,1987.0,1.0
008104,1988.0,1.0
008104,1989.0,1.0
008104,1990.0,1.0
008106,1979.0,1.0
008106,1980.0,1.0
008106,1981.0,1.0
008106,1982.0,1.0
008106,1983.0,1.0
008106,1984.0,1.0
008107,1980.0,1.0
008107,1981.0,1.0
008107,1982.0,1.0
008107,1984.0,1.0
008107,1985.0,1.0
008107,1986.0,1.0
008112,1979.0,1.0
008112,1980.0,1.0
008112,1981.0,1.0
008114,1976.0,1.0
008114,1977.0,1.0
008114,1978.0,1.0
008114,1979.0,1.0
008114,1980.0,1.0
008125,1980.0,1.0
008134,1982.0,1.0
008134,1983.0,1.0
008134,1984.0,1.0
008134,1985.0,1.0
008134,1986.0,1.0
008134,1987.0,1.0
008134,1988.0,1.0
008134,1989.0,1.0
008134,1990.0,1.0
008134,1991.0,1.0
008134,1992.0,1.0
008134,1993.0,1.0
008134,1994.0,1.0
008134,1995.0,1.0
008134,1996.0,1.0
008182,1979.0,1.0
008182,1980.0,0.9375939849624061
008200,1983.0,1.0
008211,1981.0,1.0
008211,1982.0,1.0
008211,1983.0,1.0
008211,1984.0,1.0
008211,1985.0,1.0
008211,1986.0,1.0
008217,1976.0,1.0
008217,1977.0,1.0
008217,1978.0,1.0
008217,1979.0,1.0
008217,1980.0,1.0
008217,1981.0,1.0
008217,1982.0,1.0
008217,1983.0,1.0
008217,1984.0,1.0
008238,1980.0,1.0
008238,1981.0,1.0
008238,1982.0,1.0
008238,1983.0,1.0
008238,1984.0,1.0
008238,1985.0,1.0
008238,1986.0,1.0
008300,1982.0,0.945736434108527
008300,1983.0,1.0
008300,1984.0,1.0
008324,1980.0,1.0
008324,1981.0,1.0
008324,1982.0,1.0
008324,1983.0,1.0
008324,1984.0,1.0
008324,1985.0,1.0
008324,1986.0,1.0
008324,1987.0,1.0
008324,1988.0,1.0
008324,1989.0,1.0
008324,1990.0,1.0
008324,1991.0,1.0
008324,1992.0,1.0
008324,1993.0,1.0
008324,1994.0,1.0
008324,1995.0,1.0
008324,1996.0,1.0
008324,1997.0,1.0
008341,1981.0,1.0
008341,1982.0,1.0
008341,1983.0,1.0
008341,1984.0,1.0
008341,1985.0,1.0
008341,1986.0,1.0
008341,1987.0,1.0
008341,1988.0,1.0
008341,1989.0,1.0
008341,1990.0,1.0
008341,1991.0,1.0
008341,1992.0,1.0
008341,1993.0,1.0
008341,1994.0,1.0
008341,1995.0,1.0
008341,1996.0,1.0
008341,1997.0,1.0
008341,1998.0,1.0
008341,1999.0,1.0
008341,2000.0,1.0
008341,2001.0,1.0
008341,2002.0,1.0
008341,2003.0,1.0
008341,2004.0,1.0
008341,2005.0,1.0
008341,2006.0,1.0
008341,2007.0,1.0
008341,2008.0,1.0
008360,1980.0,1.0
008360,1981.0,0.9211267605633802
008368,1981.0,1.0
008368,1982.0,1.0
008368,1983.0,1.0
008368,1984.0,1.0
008368,1985.0,1.0
008368,1986.0,1.0
008368,1987.0,1.0
008368,1988.0,1.0
008368,1989.0,1.0
008368,1990.0,1.0
008368,1991.0,1.0
008368,1992.0,1.0
008368,1993.0,1.0
008377,1981.0,1.0
008377,1982.0,1.0
008377,1983.0,1.0
008377,1984.0,1.0
008377,1985.0,1.0
008387,1977.0,0.9160383824537355
008387,1978.0,0.8287390829694322
008387,1983.0,1.0
008387,1984.0,1.0
008387,1985.0,1.0
008387,1986.0,1.0
008387,1987.0,1.0
008387,1988.0,1.0
008387,1989.0,1.0
008387,1990.0,1.0
008387,1991.0,1.0
008387,1992.0,1.0
008387,1993.0,1.0
008387,1994.0,1.0
008387,1995.0,1.0
008387,1996.0,1.0
008387,1997.0,1.0
008387,1998.0,1.0
008387,1999.0,1.0
008387,2000.0,1.0
008387,2001.0,1.0
008387,2002.0,1.0
008387,2003.0,1.0
008387,2004.0,1.0
008387,2005.0,1.0
008387,2006.0,1.0
008387,2007.0,1.0
008387,2008.0,1.0
008387,2009.0,1.0
008387,2010.0,1.0
008387,2011.0,1.0
008387,2012.0,1.0
008387,2013.0,1.0
008387,2014.0,1.0
008387,2015.0,1.0
008387,2016.0,1.0
008387,2017.0,1.0
008387,2018.0,1.0
008387,2019.0,1.0
008387,2020.0,1.0
008389,1976.0,1.0
008389,1977.0,1.0
008389,1978.0,1.0
008389,1979.0,1.0
008389,1980.0,1.0
008389,1981.0,1.0
008389,1982.0,1.0
008389,1983.0,1.0
008391,1991.0,1.0
008391,1992.0,1.0
008391,1993.0,1.0
008391,1994.0,1.0
008391,1995.0,1.0
008391,1996.0,1.0
008391,1997.0,1.0
008438,1979.0,1.0
008438,1980.0,1.0
008438,1981.0,1.0
008438,1982.0,1.0
008438,1983.0,1.0
008438,1984.0,1.0
008438,1985.0,1.0
008438,1986.0,1.0
008438,1987.0,1.0
008438,1988.0,1.0
008438,1989.0,1.0
008438,1990.0,1.0
008438,1991.0,1.0
008438,1992.0,1.0
008438,1993.0,1.0
008440,1986.0,0.9522728554509051
008440,1987.0,0.8973300352842749
008440,1988.0,0.8073660859920402
008440,1989.0,0.8962496308691801
008440,1990.0,0.869358590337857
008440,1991.0,0.8776541565462666
008440,1992.0,1.0
008440,2010.0,1.0
008440,2011.0,1.0
008440,2012.0,1.0
008440,2013.0,1.0
008440,2014.0,1.0
008440,2015.0,1.0
008440,2016.0,1.0
008440,2017.0,1.0
008440,2018.0,1.0
008440,2019.0,1.0
008440,2020.0,1.0
008440,2021.0,1.0
008440,2022.0,1.0
008443,1984.0,1.0
008443,1985.0,1.0
008443,1986.0,1.0
008468,1998.0,1.0
008505,1984.0,0.8314072104781084
008505,1985.0,0.9625159678106142
008505,1986.0,1.0
008507,1983.0,1.0
008507,1984.0,1.0
008507,1985.0,1.0
008508,1977.0,1.0
008508,1978.0,1.0
008508,1979.0,1.0
008508,1980.0,1.0
008508,1981.0,1.0
008508,1982.0,1.0
008508,1983.0,1.0
008508,1984.0,1.0
008508,1985.0,1.0
008508,1986.0,1.0
008508,1987.0,1.0
008508,1988.0,1.0
008508,1989.0,1.0
008508,1990.0,1.0
008508,1991.0,1.0
008508,1992.0,1.0
008508,1993.0,1.0
008508,1994.0,1.0
008508,1995.0,1.0
008508,1996.0,1.0
008508,1997.0,1.0
008508,1998.0,1.0
008508,1999.0,1.0
008508,2000.0,1.0
008508,2001.0,1.0
008508,2002.0,1.0
008508,2003.0,1.0
008508,2004.0,1.0
008511,1981.0,1.0
008511,1983.0,1.0
008511,1984.0,1.0
008511,1985.0,1.0
008511,1986.0,1.0
008511,1987.0,1.0
008512,1977.0,1.0
008512,1978.0,1.0
008512,1979.0,1.0
008512,1980.0,1.0
008512,1981.0,1.0
008512,1982.0,1.0
008512,1983.0,1.0
008512,1984.0,1.0
008512,1985.0,1.0
008512,1986.0,1.0
008512,1987.0,1.0
008512,1988.0,1.0
008512,1989.0,1.0
008512,1990.0,1.0
008512,1991.0,1.0
008512,1992.0,1.0
008512,1993.0,1.0
008512,1994.0,1.0
008512,1995.0,0.9321063956416243
008512,2008.0,0.9061244208261051
008512,2009.0,0.8975766933861884
008512,2010.0,0.8567909783976663
008512,2011.0,0.8228582650641187
008512,2012.0,0.8584831802373638
008512,2013.0,0.8303315715001192
008512,2014.0,0.9164092328140274
008512,2015.0,0.9816571088781609
008512,2016.0,0.9772142642623036
008512,2017.0,1.0
008512,2018.0,1.0
008512,2019.0,1.0
008512,2020.0,1.0
008512,2021.0,1.0
008512,2022.0,1.0
008516,1983.0,1.0
008516,1984.0,1.0
008516,1985.0,1.0
008516,1986.0,1.0
008516,1987.0,1.0
008516,1988.0,1.0
008516,1989.0,1.0
008518,1980.0,1.0
008518,1981.0,1.0
008518,1982.0,1.0
008518,1983.0,1.0
008518,1984.0,1.0
008519,1981.0,1.0
008519,1982.0,1.0
008519,1983.0,1.0
008521,1980.0,0.872482232941783
008521,1996.0,0.9401772525849336
008521,1998.0,0.9216589861751151
008521,1999.0,1.0
008521,2000.0,1.0
008521,2001.0,1.0
008521,2002.0,1.0
008521,2003.0,1.0
008522,1976.0,1.0
008522,1977.0,1.0
008522,1978.0,1.0
008522,1979.0,1.0
008522,1980.0,1.0
008522,1981.0,1.0
008522,1982.0,1.0
008524,1984.0,1.0
008524,1985.0,1.0
008524,1986.0,1.0
008524,1987.0,1.0
008524,1988.0,1.0
008524,1989.0,1.0
008524,1990.0,1.0
008524,1991.0,1.0
008524,1992.0,1.0
008524,1993.0,1.0
008524,1994.0,1.0
008524,1995.0,1.0
008524,1996.0,1.0
008524,1997.0,1.0
008524,1998.0,1.0
008524,1999.0,1.0
008524,2000.0,1.0
008525,1982.0,1.0
008525,1983.0,1.0
008525,1984.0,1.0
008549,1978.0,0.8022292083452415
008549,1980.0,0.8318756073858115
008549,1981.0,0.8452962545408994
008549,2012.0,0.9980216455254277
008549,2013.0,0.9981008749956308
008549,2014.0,0.9987442777212614
008549,2015.0,0.9894466242727642
008549,2016.0,0.9928670915460263
008549,2017.0,0.9964268535697107
008549,2018.0,0.996493644731075
008549,2019.0,0.9947621643400564
008549,2020.0,0.999041737649063
008549,2021.0,0.9983634459282534
008549,2022.0,0.9987769765841975
008549,2023.0,0.9994121942965034
008549,2024.0,0.9996894693579322
008555,1977.0,1.0
008555,1978.0,1.0
008555,1979.0,1.0
008555,1980.0,1.0
008555,1981.0,1.0
008590,1982.0,1.0
008590,1983.0,1.0
008590,1984.0,1.0
008590,1985.0,1.0
008590,1986.0,1.0
008590,1987.0,1.0
008590,1988.0,1.0
008590,1989.0,1.0
008590,1990.0,1.0
008590,1991.0,1.0
008590,1992.0,1.0
008590,1993.0,1.0
008590,1994.0,1.0
008590,1995.0,1.0
008590,1996.0,1.0
008590,1997.0,1.0
008627,1980.0,1.0
008627,1981.0,1.0
008627,1982.0,1.0
008627,1983.0,1.0
008627,1984.0,1.0
008627,1985.0,1.0
008627,1986.0,1.0
008627,1987.0,1.0
008627,1988.0,1.0
008627,2001.0,1.0
008627,2002.0,1.0
008627,2003.0,1.0
008630,1981.0,1.0
008630,1982.0,1.0
008630,1983.0,1.0
008630,1984.0,1.0
008630,1985.0,1.0
008630,1986.0,1.0
008630,1987.0,1.0
008630,1988.0,1.0
008630,1989.0,1.0
008646,1981.0,1.0
008646,1982.0,1.0
008655,1977.0,1.0
008655,1978.0,1.0
008655,1979.0,1.0
008655,1980.0,1.0
008655,1981.0,1.0
008655,1982.0,1.0
008655,1983.0,1.0
008655,1984.0,1.0
008655,1985.0,1.0
008655,1986.0,1.0
008655,1987.0,1.0
008655,1988.0,1.0
008655,1989.0,1.0
008655,1990.0,1.0
008655,1991.0,1.0
008655,1992.0,1.0
008655,1993.0,1.0
008655,1994.0,1.0
008655,1995.0,1.0
008655,1996.0,1.0
008655,1997.0,1.0
008655,1998.0,1.0
008655,2000.0,0.9555316717945855
008655,2001.0,0.9844376548307184
008655,2002.0,0.9940740523873465
008655,2003.0,1.0
008655,2004.0,1.0
008655,2005.0,1.0
008655,2006.0,1.0
008708,1977.0,1.0
008708,1978.0,1.0
008708,1979.0,1.0
008708,1980.0,1.0
008708,1981.0,1.0
008708,1982.0,1.0
008708,1983.0,1.0
008708,1984.0,1.0
008708,1985.0,1.0
008708,1986.0,1.0
008708,1987.0,1.0
008708,1988.0,1.0
008708,1989.0,1.0
008708,1990.0,1.0
008708,1991.0,1.0
008708,1992.0,1.0
008708,1993.0,1.0
008708,1994.0,1.0
008709,1980.0,1.0
008709,1981.0,1.0
008709,1982.0,1.0
008709,1983.0,1.0
008715,1984.0,1.0
008715,1985.0,1.0
008725,1980.0,1.0
008725,1981.0,1.0
008725,1982.0,1.0
008728,1976.0,1.0
008728,1977.0,1.0
008728,1978.0,1.0
008728,1979.0,1.0
008728,1980.0,0.8847628657921293
008728,1983.0,0.9603947867898267
008728,1984.0,0.968833143291524
008728,1985.0,1.0
008728,1986.0,1.0
008728,1987.0,1.0
008728,1988.0,1.0
008728,1989.0,1.0
008736,1977.0,1.0
008736,1978.0,1.0
008736,1979.0,1.0
008736,1980.0,0.9107360715738105
008736,1981.0,1.0
008736,1982.0,1.0
008736,1983.0,1.0
008736,1984.0,1.0
008736,1985.0,1.0
008736,1986.0,1.0
008736,1987.0,1.0
008736,1988.0,0.9106836010459469
008736,1989.0,0.8304019926658825
008736,1990.0,0.8822399121603074
008736,1992.0,1.0
008736,1993.0,1.0
008736,1994.0,1.0
008736,1995.0,1.0
008755,1981.0,1.0
008755,1982.0,1.0
008755,1983.0,1.0
008755,1984.0,1.0
008755,1985.0,1.0
008755,1986.0,1.0
008755,1987.0,1.0
008755,1988.0,1.0
008755,1990.0,0.8167677300290008
008755,1991.0,0.8549027806815807
008755,1992.0,0.8561670956246288
008755,1993.0,0.8913869340474558
008755,1994.0,0.8861568457538994
008755,1995.0,0.920383359211865
008755,1996.0,0.9187611886860008
008755,1997.0,0.9156164671287546
008755,2000.0,0.8516261331186875
008755,2001.0,0.9163835714927653
008755,2002.0,0.8367455220740254
008755,2003.0,0.8686888844542008
008800,1980.0,0.8288364901430227
008800,1982.0,0.8060386215726022
008838,1994.0,1.0
008838,1995.0,1.0
008838,1996.0,1.0
008838,1997.0,1.0
008838,1998.0,1.0
008838,1999.0,1.0
008838,2000.0,1.0
008838,2001.0,1.0
008838,2002.0,1.0
008838,2003.0,1.0
008838,2004.0,1.0
008838,2005.0,1.0
008838,2006.0,1.0
008838,2007.0,1.0
008838,2008.0,1.0
008838,2009.0,1.0
008838,2010.0,1.0
008838,2011.0,1.0
008838,2012.0,1.0
008838,2013.0,1.0
008847,1981.0,1.0
008847,1982.0,1.0
008847,1983.0,1.0
008866,1981.0,1.0
008866,1982.0,1.0
008866,1983.0,1.0
008866,1984.0,1.0
008866,1985.0,1.0
008866,1986.0,1.0
008866,1987.0,1.0
008866,1988.0,1.0
008866,1989.0,1.0
008941,1979.0,1.0
008941,1980.0,1.0
008941,1981.0,1.0
008941,1982.0,1.0
008941,1983.0,1.0
008948,1977.0,1.0
008948,1978.0,1.0
008948,1979.0,1.0
008948,1980.0,1.0
008948,1981.0,1.0
008948,1982.0,1.0
008948,1983.0,1.0
008948,1984.0,0.9266146675544564
008948,1985.0,0.9123437598913969
008948,1986.0,0.8601333734456478
008948,1987.0,0.9148473235257757
008948,1988.0,0.9140538892667026
008948,1989.0,0.9697423404219324
008948,1990.0,0.9575542570951586
008948,1991.0,0.9307261568785558
008948,1992.0,0.9411340553087165
008948,1993.0,0.9449194287328369
008948,1994.0,0.9544959372516854
008948,1995.0,1.0
008948,1996.0,1.0
008948,1997.0,1.0
008948,1998.0,1.0
008948,1999.0,0.9757812499999999
009018,1980.0,1.0
009018,1981.0,1.0
009018,1982.0,1.0
009018,1983.0,1.0
009018,1984.0,1.0
009018,1985.0,1.0
009018,1986.0,1.0
009018,1987.0,1.0
009018,1988.0,1.0
009022,1980.0,1.0
009022,1981.0,1.0
009022,1982.0,1.0
009022,1983.0,1.0
009022,1984.0,1.0
009022,1985.0,1.0
009022,1986.0,1.0
009022,1987.0,1.0
009022,1988.0,1.0
009022,1989.0,1.0
009022,1990.0,1.0
009022,1991.0,1.0
009022,1992.0,1.0
009022,1993.0,1.0
009022,1994.0,1.0
009022,1995.0,1.0
009022,1996.0,1.0
009022,1997.0,1.0
009022,1998.0,1.0
009037,1982.0,1.0
009037,1983.0,1.0
009037,1984.0,1.0
009076,1981.0,1.0
009076,1982.0,1.0
009076,1983.0,1.0
009076,1984.0,1.0
009076,1985.0,1.0
009076,1986.0,1.0
009076,1987.0,1.0
009076,1988.0,1.0
009076,1989.0,1.0
009076,1990.0,1.0
009138,1981.0,1.0
009138,1982.0,1.0
009138,1983.0,1.0
009138,1984.0,1.0
009138,1985.0,1.0
009148,1992.0,1.0
009148,1993.0,1.0
009148,1994.0,1.0
009148,1995.0,1.0
009148,1996.0,1.0
009148,1997.0,1.0
009158,1982.0,1.0
009158,1983.0,1.0
009177,1981.0,1.0
009177,1982.0,1.0
009177,1983.0,1.0
009177,1984.0,1.0
009177,1985.0,1.0
009177,1986.0,1.0
009177,1987.0,1.0
009177,1988.0,1.0
009177,1989.0,1.0
009177,1990.0,1.0
009177,1991.0,1.0
009177,1992.0,1.0
009177,1993.0,1.0
009177,1994.0,1.0
009177,1996.0,1.0
009177,1997.0,1.0
009177,1998.0,1.0
009177,1999.0,1.0
009177,2001.0,1.0
009177,2002.0,1.0
009177,2003.0,1.0
009177,2004.0,1.0
009177,2005.0,1.0
009177,2006.0,1.0
009177,2007.0,1.0
009177,2008.0,1.0
009177,2009.0,1.0
009202,1988.0,1.0
009241,1984.0,1.0
009344,1981.0,1.0
009345,1977.0,1.0
009345,1978.0,1.0
009345,1979.0,1.0
009345,1980.0,1.0
009345,1981.0,1.0
009345,1982.0,1.0
009345,1983.0,1.0
009345,1984.0,1.0
009345,1985.0,1.0
009345,1986.0,1.0
009345,1987.0,1.0
009364,1984.0,0.8328437697312433
009364,1985.0,0.8103736058029795
009364,1986.0,0.8600889002863615
009364,1987.0,0.9574883643617021
009364,1988.0,0.9658718883192291
009364,1989.0,0.9920976141455734
009364,1990.0,0.9804327264128636
009364,1991.0,0.9393581359564763
009364,1992.0,0.9804912509509834
009364,1993.0,0.9697857790803154
009364,1994.0,0.9423131126491497
009364,1995.0,0.9402351045519464
009364,1996.0,0.9380796600451925
009406,1977.0,1.0
009406,1978.0,0.97902637438497
009406,1979.0,0.9436780761286515
009406,1981.0,1.0
009406,1982.0,1.0
009406,1983.0,1.0
009406,1984.0,1.0
009406,1985.0,1.0
009406,1986.0,1.0
009406,1987.0,1.0
009406,1988.0,1.0
009406,1989.0,1.0
009406,1990.0,1.0
009406,1991.0,1.0
009406,1992.0,1.0
009406,1993.0,1.0
009406,1994.0,1.0
009406,1995.0,1.0
009406,1996.0,1.0
009406,1997.0,1.0
009406,1998.0,1.0
009437,1981.0,1.0
009437,1982.0,1.0
009437,1983.0,1.0
009437,1984.0,1.0
009437,1985.0,1.0
009437,1986.0,1.0
009437,1987.0,1.0
009437,1988.0,1.0
009437,1989.0,1.0
009437,1990.0,1.0
009437,1991.0,1.0
009437,1992.0,1.0
009437,1993.0,1.0
009437,1994.0,1.0
009437,1995.0,1.0
009448,1983.0,1.0
009448,1984.0,1.0
009448,1985.0,1.0
009448,1986.0,1.0
009448,1987.0,1.0
009448,1988.0,1.0
009448,1989.0,1.0
009448,1990.0,1.0
009448,1991.0,1.0
009448,1992.0,1.0
009448,1993.0,1.0
009448,1994.0,1.0
009448,1995.0,1.0
009505,1981.0,1.0
009505,1982.0,1.0
009505,1983.0,1.0
009505,1984.0,1.0
009505,1985.0,1.0
009505,1986.0,1.0
009505,1987.0,1.0
009505,1988.0,1.0
009505,1989.0,1.0
009505,1990.0,1.0
009505,1991.0,1.0
009505,1992.0,1.0
009505,1993.0,1.0
009505,1994.0,1.0
009505,1995.0,1.0
009505,1996.0,1.0
009505,1997.0,1.0
009505,1998.0,1.0
009505,1999.0,1.0
009530,1977.0,0.9513905800983877
009530,1978.0,0.8583177265694976
009530,1981.0,0.8505956127468122
009530,1982.0,0.9947578371379044
009530,1983.0,1.0
009530,1984.0,1.0
009530,1985.0,1.0
009530,1986.0,1.0
009530,1987.0,1.0
009530,1988.0,1.0
